longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,time_sin,time_cos
74.4,32,0.29691592,90.453514,69.62535,1190.8287,19.864746,102.99125,160.04158,1270.77,2021-08-09 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,7.176814,136.6841,15.670044,2153.0994,22.23433,148.02553,224.62886,1270.9829,2021-08-09 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.020681057,24.86015,60.176968,725.6692,7.339077,98.958374,154.82382,1268.7433,2021-08-10 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.01093241,21.56722,74.6963,1102.8629,13.711901,127.68874,192.4458,1268.562,2021-08-10 00:00:00,0.0,1.0
74.4,32,1.0288826,15.516051,137.94562,791.9657,20.780146,93.722725,150.68803,1264.0895,2021-08-10 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.47232193,4.888437,197.10121,487.41934,19.099373,74.4883,140.49695,1259.2612,2021-08-10 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.30555043,4.2681394,214.40065,432.74246,20.807232,77.709526,145.91887,1258.3649,2021-08-10 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.38869247,9.303215,192.89397,433.66473,22.27553,72.20962,131.3931,1259.5387,2021-08-10 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.13369572,43.120335,94.419365,817.18823,13.068618,103.07035,166.77956,1267.7828,2021-08-10 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.13926637,33.692844,68.62796,804.6896,7.7128296,98.124306,152.35185,1268.4132,2021-08-10 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.53882164,4.767132,166.99245,408.04456,16.766,72.49763,148.97827,1259.5283,2021-08-11 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.07395045,27.32366,52.285374,679.6358,6.620654,91.609985,151.28563,1268.6135,2021-08-11 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.018452795,8.064023,81.37241,491.41104,4.753139,83.186035,130.01686,1267.5751,2021-08-11 00:00:00,0.0,1.0
74.4,32,1.1912845,11.476046,105.35616,503.2124,8.095283,83.58239,141.49408,1265.0109,2021-08-11 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.30722162,3.9488,200.64758,392.01816,16.888834,73.05803,155.08815,1257.9264,2021-08-11 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.34677327,8.244024,181.8936,378.87585,17.7101,64.30541,131.77051,1258.6257,2021-08-11 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.20931736,51.93314,80.90154,864.64667,11.58244,93.736855,163.32715,1267.8458,2021-08-11 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.23849367,40.621227,56.107674,821.1354,7.146663,95.03092,156.93538,1268.2556,2021-08-11 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.30555043,4.0487785,213.34671,400.58597,16.785986,66.49134,135.80142,1257.8197,2021-08-12 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.031543836,22.971407,58.189323,616.318,7.9586205,103.3142,167.35585,1268.0591,2021-08-12 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.06343584,16.50447,50.935505,591.8142,6.0322657,91.93029,148.32649,1269.4684,2021-08-12 00:00:00,0.0,1.0
74.4,32,1.7164233,14.1131315,91.61429,520.9532,6.667691,79.63029,133.7102,1265.958,2021-08-12 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.55943304,5.1606817,171.76993,407.43402,14.3096895,64.14498,124.12868,1260.0022,2021-08-12 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.26641658,7.9526095,202.75925,407.0738,17.59632,82.145996,169.09055,1258.633,2021-08-12 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.11322356,33.393658,102.81159,689.77014,10.811797,108.57764,185.6276,1266.6805,2021-08-12 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.11301466,26.654915,76.09834,634.084,8.368172,103.6983,169.79079,1267.26,2021-08-12 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.5299608,4.8969226,173.16147,422.91028,14.4830065,75.98763,144.75848,1260.2064,2021-08-13 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.031961635,17.421053,55.143925,579.52997,6.3517776,98.158005,156.24768,1268.3951,2021-08-13 00:00:00,0.0,1.0
74.4,32,1.0128496,9.68913,102.69785,443.33353,7.5225673,88.55364,147.55106,1264.3223,2021-08-13 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.32299355,3.9304163,207.15613,400.81363,15.234697,67.94918,143.1547,1257.8572,2021-08-13 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.33242884,7.545395,197.14229,391.08932,16.501024,69.43989,143.11903,1258.4597,2021-08-13 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.13139783,40.337677,100.87701,772.28577,11.007563,97.858025,170.63808,1267.3121,2021-08-13 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.079347014,20.383265,88.92291,544.36884,6.264689,91.506645,144.86545,1265.5789,2021-08-13 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.012046541,10.731802,79.12889,429.69006,5.367535,90.77385,142.56174,1266.7577,2021-08-13 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.325187,3.492378,172.14026,310.6166,11.64448,57.46187,121.764496,1257.0625,2021-08-14 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.014396662,4.6796412,97.447655,305.89713,3.0321023,76.53439,117.35309,1265.2101,2021-08-14 00:00:00,0.0,1.0
74.4,32,0.973472,9.325879,116.49775,359.12396,4.395742,66.67155,108.373474,1262.4889,2021-08-14 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.4017835,3.643752,161.01865,328.13803,10.0228615,60.00654,115.65906,1258.4327,2021-08-14 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.33786023,6.826119,164.24597,311.63736,12.798871,59.955566,124.812195,1257.5529,2021-08-14 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.46696016,68.20699,53.540226,933.9056,8.7416115,97.99423,174.73306,1269.7449,2021-08-14 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.26975897,51.180725,43.044033,890.6019,6.8481455,98.034065,165.65569,1268.827,2021-08-14 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.015597834,25.401451,53.72339,669.0982,7.727508,90.75963,153.97125,1268.4043,2021-08-14 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.3896325,4.9928565,149.19846,331.8309,3.8060107,64.07954,109.09378,1261.1603,2021-08-15 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.3907118,5.709533,157.23904,307.5024,4.886974,57.309925,104.43669,1259.6505,2021-08-15 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.023675283,10.987084,66.45455,441.83707,4.7254944,82.3918,136.64539,1267.4236,2021-08-15 00:00:00,0.0,1.0
74.4,32,0.88867617,11.779461,98.101685,391.02542,5.4564576,72.59246,125.10382,1262.903,2021-08-15 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.5135796,4.2364993,153.23872,341.37256,7.5540867,66.90134,128.6231,1259.7816,2021-08-15 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,1.8583009,77.25429,11.764214,1325.3523,9.95027,122.49634,188.21432,1271.3665,2021-08-15 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.38047573,77.860146,49.557365,1014.0993,6.2628784,92.16607,150.81407,1270.9926,2021-08-15 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,2.3490756,87.24896,13.270275,1309.0762,5.9272466,109.34096,170.0345,1271.4628,2021-08-15 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.307152,3.1118217,176.76308,307.52917,8.394211,48.665142,98.22075,1257.5708,2021-08-16 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.115068845,52.961864,22.082438,1099.5482,7.425626,123.109245,187.05173,1271.7578,2021-08-16 00:00:00,0.0,1.0
74.4,32,1.7275646,17.158688,119.09467,626.2573,7.3134694,78.510445,125.08962,1264.94,2021-08-16 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.37704632,3.4878614,173.94402,345.16043,8.433854,51.57313,97.39094,1259.0764,2021-08-16 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.4414744,6.9076943,170.83989,319.07013,14.580853,43.117706,84.318825,1258.3998,2021-08-16 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.2717087,64.19329,64.55473,803.6014,15.666423,73.87636,124.35638,1268.3611,2021-08-16 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,1.1269435,80.670616,31.9006,981.492,21.908203,87.91017,146.27428,1268.976,2021-08-16 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,27.025894,82.656296,25.587864,1487.5616,31.13084,118.16349,193.81871,1270.9188,2021-08-16 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.7861239,78.14461,23.74363,1566.3192,13.694306,148.05472,228.06345,1270.5024,2021-08-17 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.055532467,46.94946,26.842596,1103.3198,10.666772,117.94497,183.73468,1270.8138,2021-08-17 00:00:00,0.0,1.0
74.4,32,2.1389575,21.685816,122.426544,778.29065,12.635957,93.140236,151.71846,1266.1023,2021-08-17 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.41299444,4.4347787,203.2142,434.7585,25.450861,57.118156,102.485016,1259.1841,2021-08-17 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.2839032,3.3401291,207.54787,358.76483,20.689308,53.257416,92.66451,1258.2227,2021-08-17 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.5348525,10.080583,170.27342,384.18304,15.843373,68.42074,116.577515,1259.9886,2021-08-17 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.28333744,77.08451,61.459507,1029.0768,14.66381,109.584465,173.38371,1270.3647,2021-08-17 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,1.8025943,111.71373,14.9384775,1661.7832,17.66002,149.9009,234.21275,1271.4364,2021-08-17 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.27494663,3.941874,217.63817,426.30142,17.127676,77.31094,147.6232,1258.5422,2021-08-18 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,14.063989,87.473915,19.767382,1922.3102,14.513924,157.42522,245.56618,1271.4463,2021-08-18 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,6.2665343,63.91179,17.269827,1723.065,12.902137,151.35004,231.12035,1271.1368,2021-08-18 00:00:00,0.0,1.0
74.4,32,3.9553218,41.91063,113.90469,1407.0511,19.151808,135.11436,215.02756,1267.4834,2021-08-18 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.45599294,6.1928997,231.0489,626.4132,29.301664,84.52271,158.28682,1260.2893,2021-08-18 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.36668837,7.535437,188.90744,385.86813,14.415405,62.359375,111.799286,1259.7848,2021-08-18 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.24817269,76.803246,63.779438,1073.5311,13.783228,109.12997,175.79065,1270.4431,2021-08-18 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.7495316,99.25119,26.907099,1534.6008,15.623389,142.26848,225.7462,1271.1482,2021-08-18 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.5221009,7.697432,247.1499,673.58295,28.707117,81.50461,145.0887,1260.3582,2021-08-19 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,5.5755644,59.368416,18.156693,1602.1696,9.388446,141.06786,213.44383,1271.1439,2021-08-19 00:00:00,0.0,1.0
74.4,32,4.0562377,41.242043,110.471565,1297.4326,14.904601,120.27939,187.83623,1267.5721,2021-08-19 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.2819622,4.097828,219.84323,421.40475,17.887861,71.14641,133.38254,1257.5017,2021-08-19 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.4267122,9.246238,188.58412,398.89252,15.493222,58.512074,105.69079,1258.7404,2021-08-19 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.35575595,92.75444,55.37461,1275.2811,15.093968,116.10157,186.62056,1271.5919,2021-08-19 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.7032952,74.49416,41.02145,1357.4833,11.59027,110.76217,171.19069,1269.2606,2021-08-19 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.013578472,24.317932,68.87934,721.641,9.28764,84.46242,129.55646,1267.8846,2021-08-19 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.011907275,11.393289,81.55995,482.49286,13.055878,48.794483,77.32738,1266.1549,2021-08-20 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.2886992,9.145217,184.79086,457.61786,16.951586,52.658497,85.2095,1260.8306,2021-08-20 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.07562164,21.041014,132.78545,617.144,15.15072,57.88485,89.65593,1264.9343,2021-08-20 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.021481838,7.3817916,74.43103,506.2393,6.676616,86.0011,129.36147,1268.8959,2021-08-20 00:00:00,0.0,1.0
74.4,32,0.9174869,11.200139,107.1809,434.57782,8.534731,69.49712,108.35829,1265.052,2021-08-20 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.5625665,5.1983585,176.39787,385.3484,20.209013,61.9555,104.242836,1259.8796,2021-08-20 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.27198723,3.7236528,199.88145,372.6483,18.599651,64.33529,110.884026,1258.29,2021-08-20 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.054940585,20.44599,99.50222,626.3118,14.563015,55.469208,86.44069,1266.1636,2021-08-20 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.52383304,4.25661,144.0483,358.08768,10.166376,35.49513,54.35168,1257.2933,2021-08-21 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.057621464,32.887093,25.753237,715.71954,6.2064757,89.37454,127.989975,1268.0024,2021-08-21 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.02750511,10.344928,59.71124,477.92038,12.256277,53.595844,81.56797,1268.294,2021-08-21 00:00:00,0.0,1.0
74.4,32,1.0173583,10.635553,89.236984,421.82477,13.251718,40.13666,60.2521,1261.5024,2021-08-21 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.35697454,2.9338176,142.31627,296.9201,5.014982,30.147396,46.189724,1254.2922,2021-08-21 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.69285023,7.04851,103.2418,293.0408,4.687649,65.74633,97.53938,1253.4464,2021-08-21 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.27574742,27.525557,53.58878,495.21445,5.059617,68.16073,98.33265,1261.724,2021-08-21 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.44293672,42.83704,26.174606,758.6035,6.5125484,81.72666,117.35629,1266.5911,2021-08-21 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.27146497,4.2881145,112.91627,258.05838,3.8415933,29.318779,42.65396,1249.5171,2021-08-22 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,8.244918,73.85432,12.38834,1359.6058,24.963533,99.88953,143.3809,1268.8297,2021-08-22 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.082654595,38.82271,15.925331,929.68353,5.226227,121.077354,173.31477,1269.9507,2021-08-22 00:00:00,0.0,1.0
74.4,32,0.8165188,11.166689,94.99912,400.27194,11.157014,46.59999,66.93295,1253.4825,2021-08-22 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.36517385,4.898285,114.38161,288.4512,6.407855,34.28028,49.7,1249.8035,2021-08-22 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.37946606,6.709553,121.69923,278.94943,4.599354,46.124187,66.79522,1251.2938,2021-08-22 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.44154406,58.172314,46.010757,839.76135,7.060144,75.8084,108.93639,1267.0813,2021-08-22 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,4.927244,73.464165,19.739685,1217.6233,15.844162,88.504036,126.82656,1267.0826,2021-08-22 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.41289,4.4016643,184.34917,437.68478,24.724312,58.91692,85.59757,1254.8597,2021-08-23 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,3.162252,112.60177,25.802822,1712.8928,20.9262,127.510765,184.08092,1270.9779,2021-08-23 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,5.1944966,94.6345,33.062107,1791.1066,24.308353,126.45618,181.73706,1268.9774,2021-08-23 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,2.1330037,59.28548,10.923596,1149.5494,26.487242,110.13499,158.19324,1269.9015,2021-08-23 00:00:00,0.0,1.0
74.4,32,2.4516454,21.473324,96.905556,699.85736,43.629543,78.70848,113.12942,1260.0159,2021-08-23 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.25833914,3.4869058,212.88551,427.3593,19.422228,61.60706,90.306725,1255.6808,2021-08-23 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.25478783,5.927642,188.25198,398.29977,13.891868,46.787376,68.12076,1256.8074,2021-08-23 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.20068285,69.35751,82.4016,1044.3986,14.480807,91.63867,132.64732,1270.0458,2021-08-23 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.25214177,3.8533664,213.18054,442.76877,14.246617,85.223236,130.67075,1257.433,2021-08-24 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.24719782,69.93572,46.603542,1421.6794,11.840952,143.65535,210.34097,1269.2926,2021-08-24 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.02186482,33.581234,56.158504,1083.1299,10.839589,117.472305,171.16896,1268.8347,2021-08-24 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.08557919,83.22128,21.049202,1647.2445,25.501009,142.73557,205.05804,1270.086,2021-08-24 00:00:00,0.0,1.0
74.4,32,4.2132607,43.580086,101.33681,1261.9149,25.909185,123.97796,178.63614,1264.4851,2021-08-24 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.4150312,5.9852576,232.44975,607.43536,25.65839,83.03258,123.729576,1257.0897,2021-08-24 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.4047081,8.940809,182.06433,431.52438,12.023714,84.86663,128.43494,1259.2228,2021-08-24 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.35297063,98.51639,51.940544,1366.3666,14.0397215,142.28525,210.4549,1271.551,2021-08-24 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.2815966,4.0034966,221.25853,435.82703,16.887163,62.926506,110.508995,1258.7922,2021-08-25 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,1.0329387,55.137497,36.978252,1019.7905,12.159487,91.57565,147.6899,1268.8309,2021-08-25 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.06754419,39.389122,26.307348,870.2069,11.9861,89.10008,152.70168,1270.4342,2021-08-25 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.024963498,21.0773,46.31503,967.9013,9.215407,113.971214,165.32715,1269.7932,2021-08-25 00:00:00,0.0,1.0
74.4,32,1.3812265,16.416367,101.78669,756.79553,15.229206,87.84032,128.959,1265.792,2021-08-25 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.54329556,6.8020706,220.6961,605.00885,23.948332,69.73374,113.55684,1261.2944,2021-08-25 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.29608032,7.334685,195.10323,406.95197,15.830282,62.42664,110.64477,1259.0951,2021-08-25 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.35317954,71.024666,60.226963,1080.1217,13.518319,101.277534,162.85323,1269.4064,2021-08-25 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.27750567,3.7572496,211.17645,392.26135,15.004072,57.43806,123.86583,1259.4777,2021-08-26 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.7064635,48.446827,44.27111,887.1161,9.831858,84.442566,145.48853,1267.9884,2021-08-26 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.05316494,37.092525,36.12346,806.6874,8.762484,79.894615,139.6048,1269.1163,2021-08-26 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.072348885,30.06985,23.245033,870.0678,10.918531,100.471115,166.59517,1271.4747,2021-08-26 00:00:00,0.0,1.0
74.4,32,2.4244883,20.414848,81.889824,700.2884,12.59141,79.56212,148.20589,1267.2638,2021-08-26 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.50860083,5.2576847,185.24695,458.03638,17.75695,57.65273,128.0789,1261.2657,2021-08-26 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.277349,6.4032016,184.10121,365.41812,15.216604,64.61709,144.06856,1259.2251,2021-08-26 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.23361935,46.180904,79.45885,803.97235,10.738517,88.63219,159.17297,1267.4164,2021-08-26 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.2903878,3.4142041,203.71233,365.1858,14.980311,60.650436,143.09132,1258.8254,2021-08-27 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.03088232,18.024076,55.19897,579.425,5.100156,75.5048,123.88802,1268.6036,2021-08-27 00:00:00,0.0,1.0
74.4,32,1.8025595,14.663249,86.91506,526.63684,10.72741,73.32771,137.5981,1265.7157,2021-08-27 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.5383777,5.2847633,177.37999,417.79446,19.429756,60.25318,146.86043,1260.2878,2021-08-27 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.32511735,9.622327,182.93768,375.23566,14.858969,59.765747,139.32306,1259.4049,2021-08-27 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.12039578,43.00639,81.66124,743.1627,11.311878,76.68682,141.59868,1266.6683,2021-08-27 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.06552483,28.547003,79.38727,609.3792,7.04089,69.830635,120.55232,1265.3899,2021-08-27 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.010270895,4.0348573,108.53147,327.2803,4.3978233,54.669994,92.44753,1263.7314,2021-08-27 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.27553853,5.649248,163.16367,292.597,12.7736635,54.190777,125.27025,1258.2175,2021-08-28 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.17275994,44.029522,74.48328,719.5591,7.3610635,81.62451,152.16481,1267.6229,2021-08-28 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.007590017,2.7592795,110.02905,254.52652,2.6564488,42.43147,72.601234,1263.7103,2021-08-28 00:00:00,0.0,1.0
74.4,32,0.6217199,6.9449034,116.55736,297.10706,3.109087,38.035877,69.25174,1262.0396,2021-08-28 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.4312035,3.411835,149.13652,290.47287,11.42768,44.913963,91.453026,1259.5942,2021-08-28 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.29030076,2.9041374,162.93152,279.6885,11.182368,46.108036,107.18957,1257.8728,2021-08-28 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.10883667,34.75793,58.29506,695.832,7.1505623,83.943504,143.87944,1267.9369,2021-08-28 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.015597834,16.697906,67.96457,498.88312,7.3120418,81.47954,136.60109,1267.1912,2021-08-28 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.28619242,3.0875633,169.81668,318.87003,11.529863,56.841095,113.32915,1258.9768,2021-08-29 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,10.463431,91.8712,19.91948,1565.0305,13.425174,158.5304,265.37793,1271.6091,2021-08-29 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.035304025,56.764618,39.13608,1144.9778,10.659797,140.94934,233.18414,1269.6561,2021-08-29 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.010584245,6.979834,78.9535,337.8669,5.6461496,67.53096,111.068,1266.2692,2021-08-29 00:00:00,0.0,1.0
74.4,32,1.2752274,13.42899,87.12267,411.16565,8.871129,63.502197,106.85018,1264.8967,2021-08-29 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.5803578,4.603214,147.85353,345.15558,11.685842,56.87056,103.55127,1261.0392,2021-08-29 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.29761225,8.421537,167.01508,332.66748,16.611217,80.25114,156.42566,1259.5377,2021-08-29 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.27616522,60.58908,71.156555,889.8776,15.650128,116.23534,201.84169,1269.3665,2021-08-29 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.2545093,3.9676123,174.2716,374.92538,9.5597315,63.6173,112.17475,1260.5547,2021-08-30 09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.027992541,39.54472,44.462704,1031.8364,7.230571,128.50958,197.0331,1269.6774,2021-08-30 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.017930547,9.53619,75.279335,519.6191,8.719968,99.08106,157.64842,1268.0663,2021-08-30 00:00:00,0.0,1.0
74.4,32,0.9330151,12.513688,94.92649,491.70575,16.020786,86.26824,141.09396,1265.4941,2021-08-30 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.5633499,5.7225695,147.75513,407.7158,11.71474,53.010704,85.915375,1261.7668,2021-08-30 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.19747972,8.253077,180.82594,411.0481,12.901023,91.51807,156.6343,1261.1166,2021-08-30 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.33075765,65.23899,61.38667,1023.89655,8.386204,126.20472,200.01408,1270.6947,2021-08-30 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,2.7106807,91.91139,16.965048,1558.1638,9.185384,156.59323,243.47272,1271.0538,2021-08-30 18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.20736763,92.41353,8.322872,1695.0726,9.885684,121.03714,176.90033,1271.8456,2021-08-31 21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.28048247,6.34471,161.25793,354.36023,6.289769,34.671757,54.829453,1260.968,2021-08-31 12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.35443294,66.33226,54.617973,997.48865,5.527413,73.97746,109.95136,1270.7567,2021-08-31 15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.022143355,24.702663,43.36617,882.994,5.8240623,126.3974,190.2621,1269.7728,2021-08-31 00:00:00,0.0,1.0
74.4,32,0.7365102,11.811542,98.53971,431.5914,4.176477,68.747314,107.903725,1263.506,2021-08-31 03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.41114917,3.6383047,161.65714,368.97452,8.460571,63.82411,103.340805,1261.0599,2021-08-31 06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.27024642,3.137063,170.47685,351.07852,5.4400234,61.756493,98.264404,1260.9459,2021-08-31 09:00:00,0.7071067811865476,-0.7071067811865475
